action_id,recommendation_id,action_title,action_text,action_owner,effort_level,dependency,phase,action_deliverable,success_measure,indicative_timeline,workstream_type
ACT-D07-06-01,REC-D07-06-01,Define the operating standard for Save Motions,"Map the current state of save motions, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as risk signal framework, save playbook, and risk review pack. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a churn-prevention and save-motion framework tied to real risk signals,The team can point to a current standard for save motions and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-06-02,REC-D07-06-02,Remove execution friction in Save Motions,"Diagnose where save motions breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-06 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for save motions covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in save motions over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-06-03,REC-D07-06-03,Build KPI and exception control for Save Motions,"Define the small set of KPIs, service thresholds, and exception categories required to manage save motions well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-06 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for save motions covering logo churn, save rate, and at-risk intervention lead time, thresholds, owners, and escalation rules.",Management can review trusted KPIs for save motions regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-07-01,REC-D07-07-01,Define the operating standard for Account Planning,"Map the current state of account planning, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as account plan template, relationship map, and expansion tracker. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a structured account-development process for priority customers,The team can point to a current standard for account planning and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-07-02,REC-D07-07-02,Remove execution friction in Account Planning,"Diagnose where account planning breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-07 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for account planning covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in account planning over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-07-03,REC-D07-07-03,Build KPI and exception control for Account Planning,"Define the small set of KPIs, service thresholds, and exception categories required to manage account planning well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-07 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for account planning covering plan coverage for priority accounts, expansion pipeline, and net revenue retention, thresholds, owners, and escalation rules.",Management can review trusted KPIs for account planning regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D07-08-01,REC-D07-08-01,Define the operating standard for Expansion / Upsell / Cross-Sell,"Map the current state of expansion / upsell / cross-sell, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as account plan template, relationship map, and expansion tracker. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Customer Success / Account Management,Medium,,Phase 2,a structured account-development process for priority customers,The team can point to a current standard for expansion / upsell / cross-sell and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D07-08-02,REC-D07-08-02,Remove execution friction in Expansion / Upsell / Cross-Sell,"Diagnose where expansion / upsell / cross-sell breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Customer Success / Account Management,High,"WF-D07-08 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for expansion / upsell / cross-sell covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in expansion / upsell / cross-sell over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D07-08-03,REC-D07-08-03,Build KPI and exception control for Expansion / Upsell / Cross-Sell,"Define the small set of KPIs, service thresholds, and exception categories required to manage expansion / upsell / cross-sell well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Customer Success / Account Management,Medium,"WF-D07-08 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for expansion / upsell / cross-sell covering plan coverage for priority accounts, expansion pipeline, and net revenue retention, thresholds, owners, and escalation rules.",Management can review trusted KPIs for expansion / upsell / cross-sell regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-01-01,REC-D08-01-01,Define the operating standard for Finance Operations,"Map the current state of finance operations, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as finance SOPs, close or process checklist, and control logs. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,a well-controlled finance operations model with service levels and control ownership,The team can point to a current standard for finance operations and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-01-02,REC-D08-01-02,Remove execution friction in Finance Operations,"Diagnose where finance operations breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-01 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for finance operations covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in finance operations over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-01-03,REC-D08-01-03,Build KPI and exception control for Finance Operations,"Define the small set of KPIs, service thresholds, and exception categories required to manage finance operations well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-01 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for finance operations covering process accuracy, close/process timeliness, and exception volume, thresholds, owners, and escalation rules.",Management can review trusted KPIs for finance operations regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-02-01,REC-D08-02-01,Define the operating standard for HR / Skills / Capacity,"Map the current state of hr / skills / capacity, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as workforce plan, skills matrix, and training plan. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,a workforce and skills management process linked to business demand,The team can point to a current standard for hr / skills / capacity and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-02-02,REC-D08-02-02,Remove execution friction in HR / Skills / Capacity,"Diagnose where hr / skills / capacity breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-02 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for hr / skills / capacity covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in hr / skills / capacity over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-02-03,REC-D08-02-03,Build KPI and exception control for HR / Skills / Capacity,"Define the small set of KPIs, service thresholds, and exception categories required to manage hr / skills / capacity well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-02 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for hr / skills / capacity covering vacancy fill time, skill coverage, and training completion, thresholds, owners, and escalation rules.",Management can review trusted KPIs for hr / skills / capacity regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-03-01,REC-D08-03-01,Define the operating standard for IT and System Stability,"Map the current state of it and system stability, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as incident process, change calendar, and service health dashboard. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,an IT service and stability model with clear operational controls,The team can point to a current standard for it and system stability and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-03-02,REC-D08-03-02,Remove execution friction in IT and System Stability,"Diagnose where it and system stability breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-03 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for it and system stability covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in it and system stability over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-03-03,REC-D08-03-03,Build KPI and exception control for IT and System Stability,"Define the small set of KPIs, service thresholds, and exception categories required to manage it and system stability well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-03 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for it and system stability covering system uptime, incident resolution time, and repeat incident rate, thresholds, owners, and escalation rules.",Management can review trusted KPIs for it and system stability regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-04-01,REC-D08-04-01,Define the operating standard for Data Quality and Reporting,"Map the current state of data quality and reporting, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as data dictionary, report catalogue, and KPI owner list. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,"a reporting model with agreed definitions, ownership, and refresh rules",The team can point to a current standard for data quality and reporting and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-04-02,REC-D08-04-02,Remove execution friction in Data Quality and Reporting,"Diagnose where data quality and reporting breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-04 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for data quality and reporting covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in data quality and reporting over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-04-03,REC-D08-04-03,Build KPI and exception control for Data Quality and Reporting,"Define the small set of KPIs, service thresholds, and exception categories required to manage data quality and reporting well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-04 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for data quality and reporting covering report timeliness, data completeness, and reconciliation exceptions, thresholds, owners, and escalation rules.",Management can review trusted KPIs for data quality and reporting regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-05-01,REC-D08-05-01,Define the operating standard for Governance and Approvals,"Map the current state of governance and approvals, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as delegation of authority, approval workflow, and governance calendar. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,a practical governance model that protects control without paralysing execution,The team can point to a current standard for governance and approvals and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-05-02,REC-D08-05-02,Remove execution friction in Governance and Approvals,"Diagnose where governance and approvals breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-05 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for governance and approvals covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in governance and approvals over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-05-03,REC-D08-05-03,Build KPI and exception control for Governance and Approvals,"Define the small set of KPIs, service thresholds, and exception categories required to manage governance and approvals well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-05 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for governance and approvals covering approval turnaround, exception approvals, and policy breach incidents, thresholds, owners, and escalation rules.",Management can review trusted KPIs for governance and approvals regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-06-01,REC-D08-06-01,Define the operating standard for Vendor / Partner Management,"Map the current state of vendor / partner management, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as vendor scorecard, contract/SOW, and service review notes. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,a vendor governance model with scorecards and corrective action ownership,The team can point to a current standard for vendor / partner management and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-06-02,REC-D08-06-02,Remove execution friction in Vendor / Partner Management,"Diagnose where vendor / partner management breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-06 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for vendor / partner management covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in vendor / partner management over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-06-03,REC-D08-06-03,Build KPI and exception control for Vendor / Partner Management,"Define the small set of KPIs, service thresholds, and exception categories required to manage vendor / partner management well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-06 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for vendor / partner management covering vendor SLA attainment, cost variance, and vendor issue recurrence, thresholds, owners, and escalation rules.",Management can review trusted KPIs for vendor / partner management regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
ACT-D08-07-01,REC-D08-07-01,Define the operating standard for Risk and Compliance,"Map the current state of risk and compliance, identify where ownership or decision rights are unclear, and design the future-state standard. Document scope, triggers, required data, roles, system steps, approvals, handoffs, and evidence such as risk register, control matrix, and compliance evidence pack. Publish the standard, train the relevant teams, and assign a named owner for ongoing governance.",Functional Leadership / Operations,Medium,,Phase 2,an operational risk and compliance regime with testable controls,The team can point to a current standard for risk and compliance and apply it consistently without ambiguity.,"2-4 weeks to design and align, depending on complexity",definition
ACT-D08-07-02,REC-D08-07-02,Remove execution friction in Risk and Compliance,"Diagnose where risk and compliance breaks down in live operation by reviewing delays, rework, exception volumes, and handoff failures. Remove unnecessary manual steps, clarify turnaround and quality expectations, strengthen adherence to the agreed standard, and create a short-cycle review to resolve recurring blockers until performance stabilises.",Functional Leadership / Operations,High,"WF-D08-07 future-state standard, ownership, and service expectations",Phase 1,"A stabilisation plan for risk and compliance covering the top delay, rework, and quality failure points.","Turnaround, rework, and exception rates improve materially in risk and compliance over the next review cycles.",4-8 weeks to stabilise and embed,execution
ACT-D08-07-03,REC-D08-07-03,Build KPI and exception control for Risk and Compliance,"Define the small set of KPIs, service thresholds, and exception categories required to manage risk and compliance well. Establish KPI definitions, data ownership, review cadence, escalation rules, and corrective-action tracking so management can act quickly when performance slips or risk accumulates.",Functional Leadership / Operations,Medium,"WF-D08-07 agreed process design, data definitions, and owner accountability",Phase 2,"A KPI control pack for risk and compliance covering control completion, breach count, and overdue remediation actions, thresholds, owners, and escalation rules.",Management can review trusted KPIs for risk and compliance regularly and close corrective actions against exceptions.,"2-6 weeks to define KPIs, build visibility, and embed review cadence",visibility_control
