finding_id,question_id,domain_id,workflow_id,recommendation_id,action_id,score_band,severity_label,finding_title,finding_text,business_impact,likely_root_cause,evidence_to_validate,report_priority
FND-D07-05-03-3,Q-D07-05-03,D07,WF-D07-05,REC-D07-05-03,ACT-D07-05-03,3,Developing,Churn Prevention has partial reporting but incomplete control,"The audit indicates that some reporting is in place for churn prevention, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in churn prevention increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","risk signal framework, save playbook, and risk review pack",Medium
FND-D07-05-03-45,Q-D07-05-03,D07,WF-D07-05,REC-D07-05-03,ACT-D07-05-03,4-5,Strong / Managed,"Churn Prevention is visible, measured, and actively managed","The audit indicates that churn prevention is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in churn prevention supports stronger control over revenue churn leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in churn prevention.","risk signal framework, save playbook, and risk review pack",Low
FND-D07-06-01-12,Q-D07-06-01,D07,WF-D07-06,REC-D07-06-01,ACT-D07-06-01,1-2,Critical / Weak,Save Motions is not operating from a clear and controlled standard,"The audit indicates that save motions is not yet defined as an end-to-end controlled process. Critical elements such as risk triggers, intervention tiers, save-offer logic, and executive escalation rules are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve lower churn, stronger renewal conversion, and more expansion revenue.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on risk triggers, intervention tiers, save-offer logic, and executive escalation rules.","risk signal framework, save playbook, and risk review pack",High
FND-D07-06-01-3,Q-D07-06-01,D07,WF-D07-06,REC-D07-06-01,ACT-D07-06-01,3,Developing,Save Motions has a partial standard but still depends on inconsistent practice,"The audit indicates that save motions has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on risk triggers, intervention tiers, save-offer logic, and executive escalation rules.","risk signal framework, save playbook, and risk review pack",Medium
FND-D07-06-01-45,Q-D07-06-01,D07,WF-D07-06,REC-D07-06-01,ACT-D07-06-01,4-5,Strong / Managed,Save Motions is largely standardised and well owned,"The audit indicates that save motions is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in save motions supports stronger control over revenue churn leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in save motions.","risk signal framework, save playbook, and risk review pack",Low
FND-D07-06-02-12,Q-D07-06-02,D07,WF-D07-06,REC-D07-06-02,ACT-D07-06-02,1-2,Critical / Weak,Save Motions execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of save motions is unstable. Common symptoms include churn signals are seen too late, save actions are inconsistent, and the same reasons repeat, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of revenue churn leakage.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","risk signal framework, save playbook, and risk review pack",High
FND-D07-06-02-3,Q-D07-06-02,D07,WF-D07-06,REC-D07-06-02,ACT-D07-06-02,3,Developing,Save Motions execution is functioning but not yet consistently reliable,"The audit indicates that save motions can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","risk signal framework, save playbook, and risk review pack",Medium
FND-D07-06-02-45,Q-D07-06-02,D07,WF-D07-06,REC-D07-06-02,ACT-D07-06-02,4-5,Strong / Managed,Save Motions execution is disciplined and predictable,"The audit indicates that save motions runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in save motions supports stronger control over revenue churn leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in save motions.","risk signal framework, save playbook, and risk review pack",Low
FND-D07-06-03-12,Q-D07-06-03,D07,WF-D07-06,REC-D07-06-03,ACT-D07-06-03,1-2,Critical / Weak,Save Motions lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over save motions. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","risk signal framework, save playbook, and risk review pack",High
FND-D07-06-03-3,Q-D07-06-03,D07,WF-D07-06,REC-D07-06-03,ACT-D07-06-03,3,Developing,Save Motions has partial reporting but incomplete control,"The audit indicates that some reporting is in place for save motions, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in save motions increases exposure to revenue churn leakage and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","risk signal framework, save playbook, and risk review pack",Medium
FND-D07-06-03-45,Q-D07-06-03,D07,WF-D07-06,REC-D07-06-03,ACT-D07-06-03,4-5,Strong / Managed,"Save Motions is visible, measured, and actively managed","The audit indicates that save motions is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in save motions supports stronger control over revenue churn leakage and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in save motions.","risk signal framework, save playbook, and risk review pack",Low
FND-D07-07-01-12,Q-D07-07-01,D07,WF-D07-07,REC-D07-07-01,ACT-D07-07-01,1-2,Critical / Weak,Account Planning is not operating from a clear and controlled standard,"The audit indicates that account planning is not yet defined as an end-to-end controlled process. Critical elements such as account planning standards, growth hypotheses, contact maps, and offer alignment are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve lower churn, stronger renewal conversion, and more expansion revenue.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on account planning standards, growth hypotheses, contact maps, and offer alignment.","account plan template, relationship map, and expansion tracker",High
FND-D07-07-01-3,Q-D07-07-01,D07,WF-D07-07,REC-D07-07-01,ACT-D07-07-01,3,Developing,Account Planning has a partial standard but still depends on inconsistent practice,"The audit indicates that account planning has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on account planning standards, growth hypotheses, contact maps, and offer alignment.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-07-01-45,Q-D07-07-01,D07,WF-D07-07,REC-D07-07-01,ACT-D07-07-01,4-5,Strong / Managed,Account Planning is largely standardised and well owned,"The audit indicates that account planning is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in account planning supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in account planning.","account plan template, relationship map, and expansion tracker",Low
FND-D07-07-02-12,Q-D07-07-02,D07,WF-D07-07,REC-D07-07-02,ACT-D07-07-02,1-2,Critical / Weak,Account Planning execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of account planning is unstable. Common symptoms include growth opportunities are random, account knowledge is shallow, and expansion depends on chance, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of expansion revenue gap.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","account plan template, relationship map, and expansion tracker",High
FND-D07-07-02-3,Q-D07-07-02,D07,WF-D07-07,REC-D07-07-02,ACT-D07-07-02,3,Developing,Account Planning execution is functioning but not yet consistently reliable,"The audit indicates that account planning can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-07-02-45,Q-D07-07-02,D07,WF-D07-07,REC-D07-07-02,ACT-D07-07-02,4-5,Strong / Managed,Account Planning execution is disciplined and predictable,"The audit indicates that account planning runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in account planning supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in account planning.","account plan template, relationship map, and expansion tracker",Low
FND-D07-07-03-12,Q-D07-07-03,D07,WF-D07-07,REC-D07-07-03,ACT-D07-07-03,1-2,Critical / Weak,Account Planning lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over account planning. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","account plan template, relationship map, and expansion tracker",High
FND-D07-07-03-3,Q-D07-07-03,D07,WF-D07-07,REC-D07-07-03,ACT-D07-07-03,3,Developing,Account Planning has partial reporting but incomplete control,"The audit indicates that some reporting is in place for account planning, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in account planning increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-07-03-45,Q-D07-07-03,D07,WF-D07-07,REC-D07-07-03,ACT-D07-07-03,4-5,Strong / Managed,"Account Planning is visible, measured, and actively managed","The audit indicates that account planning is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in account planning supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in account planning.","account plan template, relationship map, and expansion tracker",Low
FND-D07-08-01-12,Q-D07-08-01,D07,WF-D07-08,REC-D07-08-01,ACT-D07-08-01,1-2,Critical / Weak,Expansion / Upsell / Cross-Sell is not operating from a clear and controlled standard,"The audit indicates that expansion / upsell / cross-sell is not yet defined as an end-to-end controlled process. Critical elements such as account planning standards, growth hypotheses, contact maps, and offer alignment are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve lower churn, stronger renewal conversion, and more expansion revenue.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on account planning standards, growth hypotheses, contact maps, and offer alignment.","account plan template, relationship map, and expansion tracker",High
FND-D07-08-01-3,Q-D07-08-01,D07,WF-D07-08,REC-D07-08-01,ACT-D07-08-01,3,Developing,Expansion / Upsell / Cross-Sell has a partial standard but still depends on inconsistent practice,"The audit indicates that expansion / upsell / cross-sell has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on account planning standards, growth hypotheses, contact maps, and offer alignment.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-08-01-45,Q-D07-08-01,D07,WF-D07-08,REC-D07-08-01,ACT-D07-08-01,4-5,Strong / Managed,Expansion / Upsell / Cross-Sell is largely standardised and well owned,"The audit indicates that expansion / upsell / cross-sell is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in expansion / upsell / cross-sell supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in expansion / upsell / cross-sell.","account plan template, relationship map, and expansion tracker",Low
FND-D07-08-02-12,Q-D07-08-02,D07,WF-D07-08,REC-D07-08-02,ACT-D07-08-02,1-2,Critical / Weak,Expansion / Upsell / Cross-Sell execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of expansion / upsell / cross-sell is unstable. Common symptoms include growth opportunities are random, account knowledge is shallow, and expansion depends on chance, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of expansion revenue gap.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","account plan template, relationship map, and expansion tracker",High
FND-D07-08-02-3,Q-D07-08-02,D07,WF-D07-08,REC-D07-08-02,ACT-D07-08-02,3,Developing,Expansion / Upsell / Cross-Sell execution is functioning but not yet consistently reliable,"The audit indicates that expansion / upsell / cross-sell can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-08-02-45,Q-D07-08-02,D07,WF-D07-08,REC-D07-08-02,ACT-D07-08-02,4-5,Strong / Managed,Expansion / Upsell / Cross-Sell execution is disciplined and predictable,"The audit indicates that expansion / upsell / cross-sell runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in expansion / upsell / cross-sell supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in expansion / upsell / cross-sell.","account plan template, relationship map, and expansion tracker",Low
FND-D07-08-03-12,Q-D07-08-03,D07,WF-D07-08,REC-D07-08-03,ACT-D07-08-03,1-2,Critical / Weak,Expansion / Upsell / Cross-Sell lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over expansion / upsell / cross-sell. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","account plan template, relationship map, and expansion tracker",High
FND-D07-08-03-3,Q-D07-08-03,D07,WF-D07-08,REC-D07-08-03,ACT-D07-08-03,3,Developing,Expansion / Upsell / Cross-Sell has partial reporting but incomplete control,"The audit indicates that some reporting is in place for expansion / upsell / cross-sell, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in expansion / upsell / cross-sell increases exposure to expansion revenue gap and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","account plan template, relationship map, and expansion tracker",Medium
FND-D07-08-03-45,Q-D07-08-03,D07,WF-D07-08,REC-D07-08-03,ACT-D07-08-03,4-5,Strong / Managed,"Expansion / Upsell / Cross-Sell is visible, measured, and actively managed","The audit indicates that expansion / upsell / cross-sell is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in expansion / upsell / cross-sell supports stronger control over expansion revenue gap and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in expansion / upsell / cross-sell.","account plan template, relationship map, and expansion tracker",Low
FND-D08-01-01-12,Q-D08-01-01,D08,WF-D08-01,REC-D08-01-01,ACT-D08-01-01,1-2,Critical / Weak,Finance Operations is not operating from a clear and controlled standard,"The audit indicates that finance operations is not yet defined as an end-to-end controlled process. Critical elements such as core finance workflow ownership, controls, service expectations, and reporting outputs are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve higher operating resilience, stronger governance, and cleaner data for decisions.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on core finance workflow ownership, controls, service expectations, and reporting outputs.","finance SOPs, close or process checklist, and control logs",High
FND-D08-01-01-3,Q-D08-01-01,D08,WF-D08-01,REC-D08-01-01,ACT-D08-01-01,3,Developing,Finance Operations has a partial standard but still depends on inconsistent practice,"The audit indicates that finance operations has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on core finance workflow ownership, controls, service expectations, and reporting outputs.","finance SOPs, close or process checklist, and control logs",Medium
FND-D08-01-01-45,Q-D08-01-01,D08,WF-D08-01,REC-D08-01-01,ACT-D08-01-01,4-5,Strong / Managed,Finance Operations is largely standardised and well owned,"The audit indicates that finance operations is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in finance operations supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in finance operations.","finance SOPs, close or process checklist, and control logs",Low
FND-D08-01-02-12,Q-D08-01-02,D08,WF-D08-01,REC-D08-01-02,ACT-D08-01-02,1-2,Critical / Weak,Finance Operations execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of finance operations is unstable. Common symptoms include delayed processing, errors in records, weak reconciliations, and poor support to commercial teams, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of cross-metric / multiple.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","finance SOPs, close or process checklist, and control logs",High
FND-D08-01-02-3,Q-D08-01-02,D08,WF-D08-01,REC-D08-01-02,ACT-D08-01-02,3,Developing,Finance Operations execution is functioning but not yet consistently reliable,"The audit indicates that finance operations can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","finance SOPs, close or process checklist, and control logs",Medium
FND-D08-01-02-45,Q-D08-01-02,D08,WF-D08-01,REC-D08-01-02,ACT-D08-01-02,4-5,Strong / Managed,Finance Operations execution is disciplined and predictable,"The audit indicates that finance operations runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in finance operations supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in finance operations.","finance SOPs, close or process checklist, and control logs",Low
FND-D08-01-03-12,Q-D08-01-03,D08,WF-D08-01,REC-D08-01-03,ACT-D08-01-03,1-2,Critical / Weak,Finance Operations lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over finance operations. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","finance SOPs, close or process checklist, and control logs",High
FND-D08-01-03-3,Q-D08-01-03,D08,WF-D08-01,REC-D08-01-03,ACT-D08-01-03,3,Developing,Finance Operations has partial reporting but incomplete control,"The audit indicates that some reporting is in place for finance operations, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in finance operations increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","finance SOPs, close or process checklist, and control logs",Medium
FND-D08-01-03-45,Q-D08-01-03,D08,WF-D08-01,REC-D08-01-03,ACT-D08-01-03,4-5,Strong / Managed,"Finance Operations is visible, measured, and actively managed","The audit indicates that finance operations is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in finance operations supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in finance operations.","finance SOPs, close or process checklist, and control logs",Low
FND-D08-02-01-12,Q-D08-02-01,D08,WF-D08-02,REC-D08-02-01,ACT-D08-02-01,1-2,Critical / Weak,HR / Skills / Capacity is not operating from a clear and controlled standard,"The audit indicates that hr / skills / capacity is not yet defined as an end-to-end controlled process. Critical elements such as role requirements, capacity planning, skills tracking, and development ownership are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve higher operating resilience, stronger governance, and cleaner data for decisions.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on role requirements, capacity planning, skills tracking, and development ownership.","workforce plan, skills matrix, and training plan",High
FND-D08-02-01-3,Q-D08-02-01,D08,WF-D08-02,REC-D08-02-01,ACT-D08-02-01,3,Developing,HR / Skills / Capacity has a partial standard but still depends on inconsistent practice,"The audit indicates that hr / skills / capacity has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on role requirements, capacity planning, skills tracking, and development ownership.","workforce plan, skills matrix, and training plan",Medium
FND-D08-02-01-45,Q-D08-02-01,D08,WF-D08-02,REC-D08-02-01,ACT-D08-02-01,4-5,Strong / Managed,HR / Skills / Capacity is largely standardised and well owned,"The audit indicates that hr / skills / capacity is broadly standardised. The business has a clear operating design, ownership model, and usable process guidance, which supports more consistent execution and scale.",Current maturity in hr / skills / capacity supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in hr / skills / capacity.","workforce plan, skills matrix, and training plan",Low
FND-D08-02-02-12,Q-D08-02-02,D08,WF-D08-02,REC-D08-02-02,ACT-D08-02-02,1-2,Critical / Weak,HR / Skills / Capacity execution is unstable and creating avoidable operating friction,"The audit indicates that day-to-day execution of hr / skills / capacity is unstable. Common symptoms include under-capacity, skill gaps, poor onboarding, and avoidable dependence on a few individuals, which create delay, rework, and avoidable customer or commercial friction. This materially raises the risk of cross-metric / multiple.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","workforce plan, skills matrix, and training plan",High
FND-D08-02-02-3,Q-D08-02-02,D08,WF-D08-02,REC-D08-02-02,ACT-D08-02-02,3,Developing,HR / Skills / Capacity execution is functioning but not yet consistently reliable,"The audit indicates that hr / skills / capacity can be executed, but performance is still uneven. Routine work is generally completed, yet recurring exceptions, quality misses, or inconsistent adherence to standards still affect predictability and downstream confidence.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include manual workarounds, unclear service expectations, weak adherence to standards, and recurring exception patterns.","workforce plan, skills matrix, and training plan",Medium
FND-D08-02-02-45,Q-D08-02-02,D08,WF-D08-02,REC-D08-02-02,ACT-D08-02-02,4-5,Strong / Managed,HR / Skills / Capacity execution is disciplined and predictable,"The audit indicates that hr / skills / capacity runs with good operating discipline. Timelines, quality expectations, and handoffs are generally achieved, and exceptions are the exception rather than the norm.",Current maturity in hr / skills / capacity supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in hr / skills / capacity.","workforce plan, skills matrix, and training plan",Low
FND-D08-02-03-12,Q-D08-02-03,D08,WF-D08-02,REC-D08-02-03,ACT-D08-02-03,1-2,Critical / Weak,HR / Skills / Capacity lacks reliable KPI visibility and management control,"The audit indicates that management does not yet have reliable visibility over hr / skills / capacity. KPI definitions, data quality, or review routines are insufficient, so issues tend to surface late, after they have already affected performance, customer outcomes, or revenue.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","workforce plan, skills matrix, and training plan",High
FND-D08-02-03-3,Q-D08-02-03,D08,WF-D08-02,REC-D08-02-03,ACT-D08-02-03,3,Developing,HR / Skills / Capacity has partial reporting but incomplete control,"The audit indicates that some reporting is in place for hr / skills / capacity, but it is not yet strong enough to support full control. Metrics, review cadence, or corrective-action ownership exist in part, but important issues can still remain hidden or unresolved for too long.",Weakness in hr / skills / capacity increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include weak KPI definitions, unreliable source data, poor review cadence, and limited corrective-action tracking.","workforce plan, skills matrix, and training plan",Medium
FND-D08-02-03-45,Q-D08-02-03,D08,WF-D08-02,REC-D08-02-03,ACT-D08-02-03,4-5,Strong / Managed,"HR / Skills / Capacity is visible, measured, and actively managed","The audit indicates that hr / skills / capacity is supported by clear KPI visibility and active management control. Leaders can see emerging issues early, review them regularly, and hold owners accountable for corrective action.",Current maturity in hr / skills / capacity supports stronger control over cross-metric / multiple and provides a base for selective automation or AI.,"Root-cause exposure appears relatively contained; maintain ownership, documentation, and review discipline in hr / skills / capacity.","workforce plan, skills matrix, and training plan",Low
FND-D08-03-01-12,Q-D08-03-01,D08,WF-D08-03,REC-D08-03-01,ACT-D08-03-01,1-2,Critical / Weak,IT and System Stability is not operating from a clear and controlled standard,"The audit indicates that it and system stability is not yet defined as an end-to-end controlled process. Critical elements such as support model, incident ownership, availability targets, change rules, and recovery plans are unclear or inconsistently documented, which leaves teams dependent on tribal knowledge and undermines the business's ability to achieve higher operating resilience, stronger governance, and cleaner data for decisions.",Weakness in it and system stability increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on support model, incident ownership, availability targets, change rules, and recovery plans.","incident process, change calendar, and service health dashboard",High
FND-D08-03-01-3,Q-D08-03-01,D08,WF-D08-03,REC-D08-03-01,ACT-D08-03-01,3,Developing,IT and System Stability has a partial standard but still depends on inconsistent practice,"The audit indicates that it and system stability has some documented structure, but it is not yet complete or consistently applied. The organisation has a workable starting point, but ownership, documentation depth, or downstream handoff clarity still need strengthening.",Weakness in it and system stability increases exposure to cross-metric / multiple and weakens the business's ability to scale predictably.,"Likely root causes include unclear ownership, incomplete documentation, missing standards, and poor alignment on support model, incident ownership, availability targets, change rules, and recovery plans.","incident process, change calendar, and service health dashboard",Medium
