roadmap_id,domain_id,workflow_id,question_id,recommendation_id,action_id,transformation_id,phase_number,phase_name,milestone_name,milestone_description,owner_role,dependency,indicative_timeline,target_outcome,kpi_focus,automation_or_ai_opportunity
RDM-D08-01-02,D08,WF-D08-01,Q-D08-01-02,REC-D08-01-02,ACT-D08-01-02,TRN-D08-01-02,2,Execution Stabilisation,Stabilise execution of Finance Operations,"Remove the most material points of delay, rework, and inconsistency in finance operations and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-01 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Finance Operations operates with better predictability, lower friction, and less leakage into downstream teams.","process accuracy, close/process timeliness, and exception volume",workflow approvals and reconciliation alerts
RDM-D08-01-03,D08,WF-D08-01,Q-D08-01-03,REC-D08-01-03,ACT-D08-01-03,TRN-D08-01-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Finance Operations,"Create trusted KPI visibility over finance operations, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-01 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage finance operations proactively and protect cross-metric / multiple with earlier intervention.,"process accuracy, close/process timeliness, and exception volume",exception summarization and anomaly detection
RDM-D08-02-01,D08,WF-D08-02,Q-D08-02-01,REC-D08-02-01,ACT-D08-02-01,TRN-D08-02-01,1,Design and Ownership Reset,Standardise HR / Skills / Capacity,"Define the future-state operating standard for hr / skills / capacity, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",HR / Skills / Capacity can be run from a clear standard rather than tribal knowledge.,"vacancy fill time, skill coverage, and training completion",capacity alerts and training reminders
RDM-D08-02-02,D08,WF-D08-02,Q-D08-02-02,REC-D08-02-02,ACT-D08-02-02,TRN-D08-02-02,2,Execution Stabilisation,Stabilise execution of HR / Skills / Capacity,"Remove the most material points of delay, rework, and inconsistency in hr / skills / capacity and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-02 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"HR / Skills / Capacity operates with better predictability, lower friction, and less leakage into downstream teams.","vacancy fill time, skill coverage, and training completion",capacity alerts and training reminders
RDM-D08-02-03,D08,WF-D08-02,Q-D08-02-03,REC-D08-02-03,ACT-D08-02-03,TRN-D08-02-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for HR / Skills / Capacity,"Create trusted KPI visibility over hr / skills / capacity, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-02 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage hr / skills / capacity proactively and protect cross-metric / multiple with earlier intervention.,"vacancy fill time, skill coverage, and training completion",skills-gap identification from demand patterns
RDM-D08-03-01,D08,WF-D08-03,Q-D08-03-01,REC-D08-03-01,ACT-D08-03-01,TRN-D08-03-01,1,Design and Ownership Reset,Standardise IT and System Stability,"Define the future-state operating standard for it and system stability, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",IT and System Stability can be run from a clear standard rather than tribal knowledge.,"system uptime, incident resolution time, and repeat incident rate",incident routing and alert integration
RDM-D08-03-02,D08,WF-D08-03,Q-D08-03-02,REC-D08-03-02,ACT-D08-03-02,TRN-D08-03-02,2,Execution Stabilisation,Stabilise execution of IT and System Stability,"Remove the most material points of delay, rework, and inconsistency in it and system stability and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-03 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"IT and System Stability operates with better predictability, lower friction, and less leakage into downstream teams.","system uptime, incident resolution time, and repeat incident rate",incident routing and alert integration
RDM-D08-03-03,D08,WF-D08-03,Q-D08-03-03,REC-D08-03-03,ACT-D08-03-03,TRN-D08-03-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for IT and System Stability,"Create trusted KPI visibility over it and system stability, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-03 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage it and system stability proactively and protect cross-metric / multiple with earlier intervention.,"system uptime, incident resolution time, and repeat incident rate",incident pattern detection and probable cause suggestion
RDM-D08-04-01,D08,WF-D08-04,Q-D08-04-01,REC-D08-04-01,ACT-D08-04-01,TRN-D08-04-01,1,Design and Ownership Reset,Standardise Data Quality and Reporting,"Define the future-state operating standard for data quality and reporting, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",Data Quality and Reporting can be run from a clear standard rather than tribal knowledge.,"report timeliness, data completeness, and reconciliation exceptions",scheduled data refreshes and exception flags
RDM-D08-04-02,D08,WF-D08-04,Q-D08-04-02,REC-D08-04-02,ACT-D08-04-02,TRN-D08-04-02,2,Execution Stabilisation,Stabilise execution of Data Quality and Reporting,"Remove the most material points of delay, rework, and inconsistency in data quality and reporting and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-04 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Data Quality and Reporting operates with better predictability, lower friction, and less leakage into downstream teams.","report timeliness, data completeness, and reconciliation exceptions",scheduled data refreshes and exception flags
RDM-D08-04-03,D08,WF-D08-04,Q-D08-04-03,REC-D08-04-03,ACT-D08-04-03,TRN-D08-04-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Data Quality and Reporting,"Create trusted KPI visibility over data quality and reporting, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-04 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage data quality and reporting proactively and protect cross-metric / multiple with earlier intervention.,"report timeliness, data completeness, and reconciliation exceptions",narrative insights and anomaly detection on KPI movement
RDM-D08-05-01,D08,WF-D08-05,Q-D08-05-01,REC-D08-05-01,ACT-D08-05-01,TRN-D08-05-01,1,Design and Ownership Reset,Standardise Governance and Approvals,"Define the future-state operating standard for governance and approvals, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",Governance and Approvals can be run from a clear standard rather than tribal knowledge.,"approval turnaround, exception approvals, and policy breach incidents",approval workflows and threshold routing
RDM-D08-05-02,D08,WF-D08-05,Q-D08-05-02,REC-D08-05-02,ACT-D08-05-02,TRN-D08-05-02,2,Execution Stabilisation,Stabilise execution of Governance and Approvals,"Remove the most material points of delay, rework, and inconsistency in governance and approvals and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-05 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Governance and Approvals operates with better predictability, lower friction, and less leakage into downstream teams.","approval turnaround, exception approvals, and policy breach incidents",approval workflows and threshold routing
RDM-D08-05-03,D08,WF-D08-05,Q-D08-05-03,REC-D08-05-03,ACT-D08-05-03,TRN-D08-05-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Governance and Approvals,"Create trusted KPI visibility over governance and approvals, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-05 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage governance and approvals proactively and protect cross-metric / multiple with earlier intervention.,"approval turnaround, exception approvals, and policy breach incidents",policy-exception pattern analysis
RDM-D08-06-01,D08,WF-D08-06,Q-D08-06-01,REC-D08-06-01,ACT-D08-06-01,TRN-D08-06-01,1,Design and Ownership Reset,Standardise Vendor / Partner Management,"Define the future-state operating standard for vendor / partner management, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",Vendor / Partner Management can be run from a clear standard rather than tribal knowledge.,"vendor SLA attainment, cost variance, and vendor issue recurrence",review reminders and vendor issue tracking
RDM-D08-06-02,D08,WF-D08-06,Q-D08-06-02,REC-D08-06-02,ACT-D08-06-02,TRN-D08-06-02,2,Execution Stabilisation,Stabilise execution of Vendor / Partner Management,"Remove the most material points of delay, rework, and inconsistency in vendor / partner management and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-06 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Vendor / Partner Management operates with better predictability, lower friction, and less leakage into downstream teams.","vendor SLA attainment, cost variance, and vendor issue recurrence",review reminders and vendor issue tracking
RDM-D08-06-03,D08,WF-D08-06,Q-D08-06-03,REC-D08-06-03,ACT-D08-06-03,TRN-D08-06-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Vendor / Partner Management,"Create trusted KPI visibility over vendor / partner management, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-06 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage vendor / partner management proactively and protect cross-metric / multiple with earlier intervention.,"vendor SLA attainment, cost variance, and vendor issue recurrence",vendor risk pattern detection across incidents and performance
RDM-D08-07-01,D08,WF-D08-07,Q-D08-07-01,REC-D08-07-01,ACT-D08-07-01,TRN-D08-07-01,1,Design and Ownership Reset,Standardise Risk and Compliance,"Define the future-state operating standard for risk and compliance, including roles, decision rights, system steps, handoffs, and evidence requirements.",Functional Leadership / Operations,,"2-4 weeks to design and align, depending on complexity",Risk and Compliance can be run from a clear standard rather than tribal knowledge.,"control completion, breach count, and overdue remediation actions","control reminders, attestations, and breach alerts"
RDM-D08-07-02,D08,WF-D08-07,Q-D08-07-02,REC-D08-07-02,ACT-D08-07-02,TRN-D08-07-02,2,Execution Stabilisation,Stabilise execution of Risk and Compliance,"Remove the most material points of delay, rework, and inconsistency in risk and compliance and embed service-quality expectations.",Functional Leadership / Operations,"WF-D08-07 future-state standard, ownership, and service expectations",4-8 weeks to stabilise and embed,"Risk and Compliance operates with better predictability, lower friction, and less leakage into downstream teams.","control completion, breach count, and overdue remediation actions","control reminders, attestations, and breach alerts"
RDM-D08-07-03,D08,WF-D08-07,Q-D08-07-03,REC-D08-07-03,ACT-D08-07-03,TRN-D08-07-03,3,"Visibility, Automation, and Control",Introduce KPI control and transformation for Risk and Compliance,"Create trusted KPI visibility over risk and compliance, embed review and escalation, and prioritise automation or intelligence use cases with measurable payback.",Functional Leadership / Operations,"WF-D08-07 agreed process design, data definitions, and owner accountability","2-6 weeks to define KPIs, build visibility, and embed review cadence",Leadership can manage risk and compliance proactively and protect cross-metric / multiple with earlier intervention.,"control completion, breach count, and overdue remediation actions",pattern analysis on control failures and remediation themes
