recommendation_id,issue_type,recommendation_title,recommendation_text,recommendation_type,linked_driver,linked_metric,why_this_matters,expected_outcome,advisory_note
REC-D07-04-03,weak_workflow_visibility_and_control,Introduce KPI control for Renewal Management,"Establish a management-control layer for renewal management with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect revenue churn leakage.","Control, Reporting, and Exception Management",Renewal Engagement,Revenue Churn Leakage,This matters because weak control over renewal management directly increases the risk of revenue churn leakage and reduces management confidence in performance.,Earlier visibility into issues within renewal management and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over renewal management, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D07-05-01,unclear_workflow_definition,Design and standardize Churn Prevention,"Redesign churn prevention as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that risk signals are spotted early and intervention plans are executed before loss occurs rather than depending on informal practice.",Process Design and Standardisation,Save Effectiveness,Revenue Churn Leakage,This matters because weak control over churn prevention directly increases the risk of revenue churn leakage and reduces management confidence in performance.,A documented and owned standard for churn prevention that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for churn prevention."
REC-D07-05-02,inconsistent_workflow_execution,Stabilize execution of Churn Prevention,"Stabilize day-to-day execution of churn prevention by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Save Effectiveness,Revenue Churn Leakage,This matters because weak control over churn prevention directly increases the risk of revenue churn leakage and reduces management confidence in performance.,"More predictable execution of churn prevention with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in churn prevention, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D07-05-03,weak_workflow_visibility_and_control,Introduce KPI control for Churn Prevention,"Establish a management-control layer for churn prevention with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect revenue churn leakage.","Control, Reporting, and Exception Management",Save Effectiveness,Revenue Churn Leakage,This matters because weak control over churn prevention directly increases the risk of revenue churn leakage and reduces management confidence in performance.,Earlier visibility into issues within churn prevention and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over churn prevention, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D07-06-01,unclear_workflow_definition,Design and standardize Save Motions,"Redesign save motions as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that at-risk customers receive structured save offers, executive intervention, or commercial remedies when appropriate rather than depending on informal practice.",Process Design and Standardisation,Save Effectiveness,Revenue Churn Leakage,This matters because weak control over save motions directly increases the risk of revenue churn leakage and reduces management confidence in performance.,A documented and owned standard for save motions that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for save motions."
REC-D07-06-02,inconsistent_workflow_execution,Stabilize execution of Save Motions,"Stabilize day-to-day execution of save motions by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Save Effectiveness,Revenue Churn Leakage,This matters because weak control over save motions directly increases the risk of revenue churn leakage and reduces management confidence in performance.,"More predictable execution of save motions with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in save motions, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D07-06-03,weak_workflow_visibility_and_control,Introduce KPI control for Save Motions,"Establish a management-control layer for save motions with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect revenue churn leakage.","Control, Reporting, and Exception Management",Save Effectiveness,Revenue Churn Leakage,This matters because weak control over save motions directly increases the risk of revenue churn leakage and reduces management confidence in performance.,Earlier visibility into issues within save motions and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over save motions, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D07-07-01,unclear_workflow_definition,Design and standardize Account Planning,"Redesign account planning as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that top accounts have clear relationship maps, growth plans, and retention strategies rather than depending on informal practice.",Process Design and Standardisation,Account Management Quality,Expansion Revenue Gap,This matters because weak control over account planning directly increases the risk of expansion revenue gap and reduces management confidence in performance.,A documented and owned standard for account planning that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for account planning."
REC-D07-07-02,inconsistent_workflow_execution,Stabilize execution of Account Planning,"Stabilize day-to-day execution of account planning by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Account Management Quality,Expansion Revenue Gap,This matters because weak control over account planning directly increases the risk of expansion revenue gap and reduces management confidence in performance.,"More predictable execution of account planning with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in account planning, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D07-07-03,weak_workflow_visibility_and_control,Introduce KPI control for Account Planning,"Establish a management-control layer for account planning with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect expansion revenue gap.","Control, Reporting, and Exception Management",Account Management Quality,Expansion Revenue Gap,This matters because weak control over account planning directly increases the risk of expansion revenue gap and reduces management confidence in performance.,Earlier visibility into issues within account planning and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over account planning, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D07-08-01,unclear_workflow_definition,Design and standardize Expansion / Upsell / Cross-Sell,"Redesign expansion / upsell / cross-sell as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that existing customers are converted into additional revenue through relevant offers and timing rather than depending on informal practice.",Process Design and Standardisation,Upsell / Cross-Sell Conversion,Expansion Revenue Gap,This matters because weak control over expansion / upsell / cross-sell directly increases the risk of expansion revenue gap and reduces management confidence in performance.,A documented and owned standard for expansion / upsell / cross-sell that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for expansion / upsell / cross-sell."
REC-D07-08-02,inconsistent_workflow_execution,Stabilize execution of Expansion / Upsell / Cross-Sell,"Stabilize day-to-day execution of expansion / upsell / cross-sell by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Upsell / Cross-Sell Conversion,Expansion Revenue Gap,This matters because weak control over expansion / upsell / cross-sell directly increases the risk of expansion revenue gap and reduces management confidence in performance.,"More predictable execution of expansion / upsell / cross-sell with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in expansion / upsell / cross-sell, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D07-08-03,weak_workflow_visibility_and_control,Introduce KPI control for Expansion / Upsell / Cross-Sell,"Establish a management-control layer for expansion / upsell / cross-sell with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect expansion revenue gap.","Control, Reporting, and Exception Management",Upsell / Cross-Sell Conversion,Expansion Revenue Gap,This matters because weak control over expansion / upsell / cross-sell directly increases the risk of expansion revenue gap and reduces management confidence in performance.,Earlier visibility into issues within expansion / upsell / cross-sell and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over expansion / upsell / cross-sell, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-01-01,unclear_workflow_definition,Design and standardize Finance Operations,"Redesign finance operations as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that finance workflows support clean revenue, cost control, cash, and decision support rather than depending on informal practice.",Process Design and Standardisation,Invoice Accuracy,Cross-Metric / Multiple,This matters because weak control over finance operations directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for finance operations that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for finance operations."
REC-D08-01-02,inconsistent_workflow_execution,Stabilize execution of Finance Operations,"Stabilize day-to-day execution of finance operations by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Invoice Accuracy,Cross-Metric / Multiple,This matters because weak control over finance operations directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of finance operations with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in finance operations, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-01-03,weak_workflow_visibility_and_control,Introduce KPI control for Finance Operations,"Establish a management-control layer for finance operations with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Invoice Accuracy,Cross-Metric / Multiple,This matters because weak control over finance operations directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within finance operations and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over finance operations, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-02-01,unclear_workflow_definition,Design and standardize HR / Skills / Capacity,"Redesign hr / skills / capacity as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that people capacity, skills, and accountability support the operating model rather than depending on informal practice.",Process Design and Standardisation,Service Quality,Cross-Metric / Multiple,This matters because weak control over hr / skills / capacity directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for hr / skills / capacity that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for hr / skills / capacity."
REC-D08-02-02,inconsistent_workflow_execution,Stabilize execution of HR / Skills / Capacity,"Stabilize day-to-day execution of hr / skills / capacity by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Service Quality,Cross-Metric / Multiple,This matters because weak control over hr / skills / capacity directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of hr / skills / capacity with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in hr / skills / capacity, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-02-03,weak_workflow_visibility_and_control,Introduce KPI control for HR / Skills / Capacity,"Establish a management-control layer for hr / skills / capacity with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Service Quality,Cross-Metric / Multiple,This matters because weak control over hr / skills / capacity directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within hr / skills / capacity and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over hr / skills / capacity, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-03-01,unclear_workflow_definition,Design and standardize IT and System Stability,"Redesign it and system stability as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that systems remain available, integrated, secure, and supportive of daily execution rather than depending on informal practice.",Process Design and Standardisation,Billing Workflow Speed,Cross-Metric / Multiple,This matters because weak control over it and system stability directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for it and system stability that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for it and system stability."
REC-D08-03-02,inconsistent_workflow_execution,Stabilize execution of IT and System Stability,"Stabilize day-to-day execution of it and system stability by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Billing Workflow Speed,Cross-Metric / Multiple,This matters because weak control over it and system stability directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of it and system stability with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in it and system stability, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-03-03,weak_workflow_visibility_and_control,Introduce KPI control for IT and System Stability,"Establish a management-control layer for it and system stability with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Billing Workflow Speed,Cross-Metric / Multiple,This matters because weak control over it and system stability directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within it and system stability and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over it and system stability, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-04-01,unclear_workflow_definition,Design and standardize Data Quality and Reporting,"Redesign data quality and reporting as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that data is complete, accurate, timely, and trusted for operational decisions rather than depending on informal practice.",Process Design and Standardisation,Quote Accuracy,Cross-Metric / Multiple,This matters because weak control over data quality and reporting directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for data quality and reporting that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for data quality and reporting."
REC-D08-04-02,inconsistent_workflow_execution,Stabilize execution of Data Quality and Reporting,"Stabilize day-to-day execution of data quality and reporting by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Quote Accuracy,Cross-Metric / Multiple,This matters because weak control over data quality and reporting directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of data quality and reporting with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in data quality and reporting, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-04-03,weak_workflow_visibility_and_control,Introduce KPI control for Data Quality and Reporting,"Establish a management-control layer for data quality and reporting with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Quote Accuracy,Cross-Metric / Multiple,This matters because weak control over data quality and reporting directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within data quality and reporting and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over data quality and reporting, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-05-01,unclear_workflow_definition,Design and standardize Governance and Approvals,"Redesign governance and approvals as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that approval rights are clear and decisions happen without uncontrolled delay rather than depending on informal practice.",Process Design and Standardisation,Pricing Governance,Cross-Metric / Multiple,This matters because weak control over governance and approvals directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for governance and approvals that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for governance and approvals."
REC-D08-05-02,inconsistent_workflow_execution,Stabilize execution of Governance and Approvals,"Stabilize day-to-day execution of governance and approvals by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Pricing Governance,Cross-Metric / Multiple,This matters because weak control over governance and approvals directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of governance and approvals with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in governance and approvals, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-05-03,weak_workflow_visibility_and_control,Introduce KPI control for Governance and Approvals,"Establish a management-control layer for governance and approvals with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Pricing Governance,Cross-Metric / Multiple,This matters because weak control over governance and approvals directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within governance and approvals and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over governance and approvals, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-06-01,unclear_workflow_definition,Design and standardize Vendor / Partner Management,"Redesign vendor / partner management as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that external partners deliver to expected quality, cost, and service levels rather than depending on informal practice.",Process Design and Standardisation,Service Quality,Cross-Metric / Multiple,This matters because weak control over vendor / partner management directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for vendor / partner management that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for vendor / partner management."
REC-D08-06-02,inconsistent_workflow_execution,Stabilize execution of Vendor / Partner Management,"Stabilize day-to-day execution of vendor / partner management by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Service Quality,Cross-Metric / Multiple,This matters because weak control over vendor / partner management directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of vendor / partner management with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in vendor / partner management, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-06-03,weak_workflow_visibility_and_control,Introduce KPI control for Vendor / Partner Management,"Establish a management-control layer for vendor / partner management with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Service Quality,Cross-Metric / Multiple,This matters because weak control over vendor / partner management directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within vendor / partner management and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over vendor / partner management, including metric definitions, review cadence, escalation, and closure of corrective actions."
REC-D08-07-01,unclear_workflow_definition,Design and standardize Risk and Compliance,"Redesign risk and compliance as a controlled operating process. Define the scope, trigger points, required inputs, roles, decision rights, system touchpoints, handoff rules, and evidence standards so that key operational, financial, legal, and security risks are controlled and evidenced rather than depending on informal practice.",Process Design and Standardisation,Credit Control,Cross-Metric / Multiple,This matters because weak control over risk and compliance directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,A documented and owned standard for risk and compliance that teams can follow consistently.,"Look for documented standards, ownership, decision rights, entry/exit criteria, required systems, and handoff rules for risk and compliance."
REC-D08-07-02,inconsistent_workflow_execution,Stabilize execution of Risk and Compliance,"Stabilize day-to-day execution of risk and compliance by removing avoidable manual failure points, clarifying turnaround and quality standards, and coaching teams on consistent adoption so the workflow can operate with less delay, rework, and commercial risk.",Execution Stabilisation,Credit Control,Cross-Metric / Multiple,This matters because weak control over risk and compliance directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,"More predictable execution of risk and compliance with lower delay, less rework, and cleaner downstream handoffs.","Look for evidence of real operating discipline in risk and compliance, including turnaround, quality, rework, SLA adherence, and exception handling."
REC-D08-07-03,weak_workflow_visibility_and_control,Introduce KPI control for Risk and Compliance,"Establish a management-control layer for risk and compliance with clear KPI definitions, trusted data, thresholds, exception ownership, and structured review so issues can be identified early and corrected before they materially affect cross-metric / multiple.","Control, Reporting, and Exception Management",Credit Control,Cross-Metric / Multiple,This matters because weak control over risk and compliance directly increases the risk of cross-metric / multiple and reduces management confidence in performance.,Earlier visibility into issues within risk and compliance and faster corrective action through KPI-based management.,"Look for trusted KPI visibility over risk and compliance, including metric definitions, review cadence, escalation, and closure of corrective actions."
